Instance,1_threads_time,1_threads_solutions,1_threads_max_blocks,2_threads_time,2_threads_solutions,2_threads_max_blocks,4_threads_time,4_threads_solutions,4_threads_max_blocks,8_threads_time,8_threads_solutions,8_threads_max_blocks
GtsCe.txt,timeout,,,timeout,,,timeout,,,timeout,,
HiberniaGlobal.txt,10.2018,2074561928035084800000,5,10.1682,2074561928035084800000,5,9.9468,2074561928035084800000,5,9.9162,2074561928035084800000,5
Highwinds.txt,0.0084,2620625,5,0.0084,2620625,5,0.0084,2620625,5,0.0085,2620625,5
Iij.txt,4.8622,74717787200,3,4.8957,74717787200,3,4.8992,74717787200,3,4.9074,74717787200,3
Intellifiber.txt,timeout,,,timeout,,,timeout,,,timeout,,
Internode.txt,0.5182,656798976200400,4,0.4179,656798976200400,4,0.4158,656798976200400,4,0.4185,656798976200400,4
Interoute.txt,0.2781,92298128982085591042551065289360000,12,0.1491,92298128982085591042551065289360000,12,0.1316,92298128982085591042551065289360000,12,0.1129,92298128982085591042551065289360000,12
Intranetwork.txt,0.0251,33747703235280000,7,0.0193,33747703235280000,7,0.0120,33747703235280000,7,0.0130,33747703235280000,7
Ion.txt,timeout,,,timeout,,,timeout,,,timeout,,
Iris.txt,0.0102,71342977305600000,8,0.0060,71342977305600000,8,0.0052,71342977305600000,8,0.0032,71342977305600000,8
Kdl.txt,timeout,,,timeout,,,timeout,,,timeout,,
Latnet.txt,0.2689,304291353642490026193920,8,0.2508,304291353642490026193920,8,0.2175,304291353642490026193920,8,0.2160,304291353642490026193920,8
Missouri.txt,0.0958,57105820983404196432000,8,0.0864,57105820983404196432000,8,0.0689,57105820983404196432000,8,0.0652,57105820983404196432000,8
Ntelos.txt,0.0300,12204588447222183936,8,0.0249,12204588447222183936,8,0.0218,12204588447222183936,8,0.0166,12204588447222183936,8
Ntt.txt,0.0211,8386993056,4,0.0139,8386993056,4,0.0137,8386993056,4,0.0144,8386993056,4
Oteglobe.txt,1.4925,58932142778298816678592512000,8,1.4008,58932142778298816678592512000,8,1.3723,58932142778298816678592512000,8,1.0816,58932142778298816678592512000,8
Palmetto.txt,0.0117,873985074811200,7,0.0080,873985074811200,7,0.0067,873985074811200,7,0.0065,873985074811200,7
Pern.txt,0.0688,768839913291780,5,0.0449,768839913291780,5,0.0410,768839913291780,5,0.0411,768839913291780,5
PionierL3.txt,0.3552,11411355795840,4,0.3506,11411355795840,4,0.3420,11411355795840,4,0.3418,11411355795840,4
RedBestel.txt,3.2229,1619510434492756271902713446400,8,3.0405,1619510434492756271902713446400,8,3.0125,1619510434492756271902713446400,8,2.9883,1619510434492756271902713446400,8
Renater2010.txt,0.0180,54096125107736880,7,0.0112,54096125107736880,7,0.0084,54096125107736880,7,0.0064,54096125107736880,7
RoedunetFibre.txt,0.0104,621254814919200,7,0.0063,621254814919200,7,0.0051,621254814919200,7,0.0059,621254814919200,7
Sinet.txt,0.7832,15071837050368,4,0.7660,15071837050368,4,0.6591,15071837050368,4,0.6577,15071837050368,4
Surfnet.txt,2.0518,3342855333091997118,5,1.9880,3342855333091997118,5,1.9840,3342855333091997118,5,1.9805,3342855333091997118,5
Switch.txt,0.7105,2279438093318474291882336,7,0.5842,2279438093318474291882336,7,0.5640,2279438093318474291882336,7,0.5764,2279438093318474291882336,7
SwitchL3.txt,0.0079,2814573775104,6,0.0055,2814573775104,6,0.0049,2814573775104,6,0.0048,2814573775104,6
Syringa.txt,8.1864,10089788438219191257523968000,7,8.0491,10089788438219191257523968000,7,7.8180,10089788438219191257523968000,7,7.8468,10089788438219191257523968000,7
TataNld.txt,3.1604,116699270316984507028179654846752222085120000,12,1.6271,116699270316984507028179654846752222085120000,12,1.6304,116699270316984507028179654846752222085120000,12,1.4391,116699270316984507028179654846752222085120000,12
Telcove.txt,3.4058,74165451814712814103255500,6,1.8099,74165451814712814103255500,6,1.6625,74165451814712814103255500,6,1.5361,74165451814712814103255500,6
Tinet.txt,0.5509,13027376900512716134400,7,0.3388,13027376900512716134400,7,0.3362,13027376900512716134400,7,0.3504,13027376900512716134400,7
Tw.txt,0.7268,3790029909358778736510720000,8,0.6002,3790029909358778736510720000,8,0.5778,3790029909358778736510720000,8,0.5803,3790029909358778736510720000,8
Ulaknet.txt,4.9481,756492510715200,5,5.0001,756492510715200,5,4.9817,756492510715200,5,4.9862,756492510715200,5
Uninett2010.txt,12.6455,120545239248463249868042304,6,10.5414,120545239248463249868042304,6,10.4493,120545239248463249868042304,6,10.3945,120545239248463249868042304,6
Uninett2011.txt,timeout,,,timeout,,,timeout,,,timeout,,
UsCarrier.txt,112.5644,132299646414148921973967297061663323763487466000,12,112.2436,132299646414148921973967297061663323763487466000,12,111.1145,132299646414148921973967297061663323763487466000,12,111.2062,132299646414148921973967297061663323763487466000,12
UsSignal.txt,1.4432,3542621686896383831250,6,1.2382,3542621686896383831250,6,1.2306,3542621686896383831250,6,1.2325,3542621686896383831250,6
Uunet.txt,0.0282,1505816007051840,6,0.0215,1505816007051840,6,0.0189,1505816007051840,6,0.0184,1505816007051840,6
VtlWavenet2008.txt,281.7279,124108206211482212912333137920,6,278.9698,124108206211482212912333137920,6,278.1134,124108206211482212912333137920,6,277.9326,124108206211482212912333137920,6
VtlWavenet2011.txt,44.1623,2067181203168727884189854085729600,7,41.3781,2067181203168727884189854085729600,7,41.0529,2067181203168727884189854085729600,7,41.1152,2067181203168727884189854085729600,7
bell-06.ec,0.0058,203,1,0.0059,203,1,0.0058,203,1,0.0058,203,1
bell-07.ec,0.0371,877,1,0.0366,877,1,0.0369,877,1,0.0369,877,1
bell-08.ec,0.2729,4140,1,0.2647,4140,1,0.2698,4140,1,0.2636,4140,1
bell-09.ec,1.9927,21147,1,1.9855,21147,1,1.9879,21147,1,1.9835,21147,1
bell-10.ec,22.2145,115975,1,21.7837,115975,1,21.8692,115975,1,21.7969,115975,1
bell-11.ec,237.9528,678570,1,235.0749,678570,1,226.2458,678570,1,227.7607,678570,1
bell-12.ec,timeout,,,timeout,,,timeout,,,timeout,,
delta.txt,73.5915,78,1,73.8773,78,1,73.2385,78,1,74.0016,78,1
dominoes_10x10.txt,timeout,,,timeout,,,timeout,,,timeout,,
dominoes_10x12.txt,timeout,,,timeout,,,timeout,,,timeout,,
dominoes_12x12.txt,timeout,,,timeout,,,timeout,,,timeout,,
dominoes_8x10.txt,timeout,,,timeout,,,timeout,,,timeout,,
dominoes_8x8.txt,132.8248,12988816,1,132.7994,12988816,1,138.2114,12988816,1,141.4808,12988816,1
doublefact-09.ec,0.0080,945,1,0.0080,945,1,0.0081,945,1,0.0080,945,1
doublefact-11.ec,0.0697,10395,1,0.0697,10395,1,0.0700,10395,1,0.0698,10395,1
doublefact-13.ec,0.8352,135135,1,0.8375,135135,1,0.8360,135135,1,0.8378,135135,1
doublefact-15.ec,12.2597,2027025,1,12.2714,2027025,1,12.2516,2027025,1,12.2785,2027025,1
doublefact-17.ec,208.8247,34459425,1,210.0768,34459425,1,210.2277,34459425,1,210.6292,34459425,1
doublefact-19.ec,timeout,,,timeout,,,timeout,,,timeout,,
doublefact-21.ec,timeout,,,timeout,,,timeout,,,timeout,,
doublefact-23.ec,timeout,,,timeout,,,timeout,,,timeout,,
doublefact-25.ec,timeout,,,timeout,,,timeout,,,timeout,,
doublefact-27.ec,timeout,,,timeout,,,timeout,,,timeout,,
doublefact-29.ec,timeout,,,timeout,,,timeout,,,timeout,,
exotic_fives.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10006.98.txt,20.4208,272471817868228000342011539250,6,20.0572,272471817868228000342011539250,6,14.0825,272471817868228000342011539250,6,13.9082,272471817868228000342011539250,6
grafo10017.96.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10072.97.txt,444.0263,13259058958914480360125792,4,279.7331,13259058958914480360125792,4,277.7734,13259058958914480360125792,4,277.8600,13259058958914480360125792,4
grafo10084.97.txt,4.2778,2215710702367944079837593600,7,3.7976,2215710702367944079837593600,7,3.7416,2215710702367944079837593600,7,3.7642,2215710702367944079837593600,7
grafo10093.98.txt,0.3372,12011373629043051434493001680,8,0.1800,12011373629043051434493001680,8,0.1259,12011373629043051434493001680,8,0.1285,12011373629043051434493001680,8
grafo10099.94.txt,224.2902,39349088628024795597276038431211520,8,225.8047,39349088628024795597276038431211520,8,226.2872,39349088628024795597276038431211520,8,225.4648,39349088628024795597276038431211520,8
grafo10100.99.txt,146.9360,7977811134928620432600,4,94.9302,7977811134928620432600,4,94.6132,7977811134928620432600,4,94.4333,7977811134928620432600,4
grafo10105.93.txt,274.2010,1235530189623079694604780000,5,252.5910,1235530189623079694604780000,5,252.8926,1235530189623079694604780000,5,252.3472,1235530189623079694604780000,5
grafo10112.98.txt,77.4408,12692215709904984401077716142166580,7,74.2279,12692215709904984401077716142166580,7,74.3638,12692215709904984401077716142166580,7,72.5527,12692215709904984401077716142166580,7
grafo10113.94.txt,32.2067,13552406625123665520153488091360,7,32.0427,13552406625123665520153488091360,7,31.5779,13552406625123665520153488091360,7,31.4084,13552406625123665520153488091360,7
grafo10116.100.txt,timeout,,,892.6853,971179169153002230808540080,4,813.4554,971179169153002230808540080,4,812.6288,971179169153002230808540080,4
grafo10124.100.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10126.98.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10129.99.txt,36.7328,198551644286553956304688320,6,35.7383,198551644286553956304688320,6,35.9818,198551644286553956304688320,6,35.4921,198551644286553956304688320,6
grafo10130.97.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10146.97.txt,14.5201,36084888290235633242565472,5,12.7868,36084888290235633242565472,5,11.9444,36084888290235633242565472,5,8.9597,36084888290235633242565472,5
grafo10151.94.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10153.100.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10156.97.txt,8.1305,20350483027459989276721853299680,7,5.1416,20350483027459989276721853299680,7,4.9824,20350483027459989276721853299680,7,4.8706,20350483027459989276721853299680,7
grafo10160.96.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10161.99.txt,49.1944,7499629965587176856336728953760,6,27.9593,7499629965587176856336728953760,6,27.1305,7499629965587176856336728953760,6,27.0978,7499629965587176856336728953760,6
grafo10162.93.txt,47.5475,16943723066030712130728,4,44.9052,16943723066030712130728,4,40.6922,16943723066030712130728,4,40.6741,16943723066030712130728,4
grafo10164.98.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10171.99.txt,24.6377,15378287316672584254732985280,6,23.3779,15378287316672584254732985280,6,21.2815,15378287316672584254732985280,6,21.3497,15378287316672584254732985280,6
grafo10173.97.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10175.99.txt,8.1277,85388328645309376216506001872,6,7.3042,85388328645309376216506001872,6,4.8352,85388328645309376216506001872,6,4.8242,85388328645309376216506001872,6
grafo10176.97.txt,263.5822,110391288988965933859653042432,5,257.5922,110391288988965933859653042432,5,247.5630,110391288988965933859653042432,5,243.6831,110391288988965933859653042432,5
grafo10179.97.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10184.100.txt,5.8191,774260303763303208390801489920,8,5.6946,774260303763303208390801489920,8,5.5932,774260303763303208390801489920,8,5.5974,774260303763303208390801489920,8
grafo10195.99.txt,4.5374,190292079107394297194953680,6,4.4603,190292079107394297194953680,6,2.6644,190292079107394297194953680,6,2.0808,190292079107394297194953680,6
grafo10203.97.txt,0.8534,60240136444714215336356779770000,8,0.4934,60240136444714215336356779770000,8,0.2765,60240136444714215336356779770000,8,0.2863,60240136444714215336356779770000,8
grafo10204.100.txt,40.5962,29653634898146327380379042234220,6,32.0488,29653634898146327380379042234220,6,31.0102,29653634898146327380379042234220,6,31.0415,29653634898146327380379042234220,6
grafo10205.97.txt,0.8143,1047098415602374598602584000,7,0.4717,1047098415602374598602584000,7,0.3842,1047098415602374598602584000,7,0.3333,1047098415602374598602584000,7
grafo10207.98.txt,1.8767,407524009110382244942767825920,8,1.2618,407524009110382244942767825920,8,1.2615,407524009110382244942767825920,8,1.1184,407524009110382244942767825920,8
grafo10209.99.txt,5.1210,1778405443010598595931612784,6,4.1628,1778405443010598595931612784,6,3.7302,1778405443010598595931612784,6,3.7339,1778405443010598595931612784,6
grafo10215.93.txt,0.7844,4429033439896804903015219200,8,0.6108,4429033439896804903015219200,8,0.5764,4429033439896804903015219200,8,0.3662,4429033439896804903015219200,8
grafo10218.99.txt,485.2006,38667105817754346010481229216,5,334.2659,38667105817754346010481229216,5,328.6330,38667105817754346010481229216,5,331.3891,38667105817754346010481229216,5
grafo10220.97.txt,51.0607,1790803918795800975261000000,6,51.2124,1790803918795800975261000000,6,51.1324,1790803918795800975261000000,6,49.7991,1790803918795800975261000000,6
grafo10223.100.txt,12.0310,328837542685158315870007155,6,11.9480,328837542685158315870007155,6,11.8564,328837542685158315870007155,6,10.6007,328837542685158315870007155,6
grafo10237.100.txt,638.1336,56690839685714305150282092960,5,639.7695,56690839685714305150282092960,5,583.2412,56690839685714305150282092960,5,583.6586,56690839685714305150282092960,5
grafo10244.99.txt,15.5840,9063532329631820153122673664,6,14.6774,9063532329631820153122673664,6,9.7429,9063532329631820153122673664,6,8.8913,9063532329631820153122673664,6
grafo10250.100.txt,3.1921,114852967527687017594839695360,7,2.1557,114852967527687017594839695360,7,2.1430,114852967527687017594839695360,7,1.2140,114852967527687017594839695360,7
grafo10259.100.txt,245.5699,64165443845633858500762161900,6,163.0682,64165443845633858500762161900,6,162.8628,64165443845633858500762161900,6,163.3247,64165443845633858500762161900,6
grafo10262.100.txt,3.6138,6525746259024633846681600,6,3.2614,6525746259024633846681600,6,3.0806,6525746259024633846681600,6,3.0808,6525746259024633846681600,6
grafo10265.100.txt,2.0013,32094343893604867070884746240,8,1.8312,32094343893604867070884746240,8,1.8211,32094343893604867070884746240,8,1.7761,32094343893604867070884746240,8
grafo10266.94.txt,2.3840,110801121815568366975240,6,1.6234,110801121815568366975240,6,1.6216,110801121815568366975240,6,1.6102,110801121815568366975240,6
grafo10269.99.txt,70.2977,380480960212526987313930000,6,68.5436,380480960212526987313930000,6,68.5161,380480960212526987313930000,6,68.1850,380480960212526987313930000,6
grafo10273.97.txt,9.3010,33635956333383979125105139200,7,8.1960,33635956333383979125105139200,7,8.1813,33635956333383979125105139200,7,8.2356,33635956333383979125105139200,7
grafo10275.97.txt,129.1414,244643834228122975019518779960,5,108.4714,244643834228122975019518779960,5,107.1443,244643834228122975019518779960,5,107.3046,244643834228122975019518779960,5
grafo10288.95.txt,1.2585,67924110954574990800416160000,7,1.0049,67924110954574990800416160000,7,0.5795,67924110954574990800416160000,7,0.5580,67924110954574990800416160000,7
grafo10291.93.txt,22.6148,8089182960223746111277546359360,7,22.4604,8089182960223746111277546359360,7,21.8494,8089182960223746111277546359360,7,21.7406,8089182960223746111277546359360,7
grafo10292.100.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10293.99.txt,2.8933,1189967169400391312521176624192,8,2.4874,1189967169400391312521176624192,8,2.2258,1189967169400391312521176624192,8,2.1632,1189967169400391312521176624192,8
grafo10297.98.txt,3.1445,5047361956059511058420258045952,8,2.8803,5047361956059511058420258045952,8,2.7077,5047361956059511058420258045952,8,2.5850,5047361956059511058420258045952,8
grafo10298.97.txt,1.1880,6411956755318891248938904345600,8,0.6787,6411956755318891248938904345600,8,0.4957,6411956755318891248938904345600,8,0.4873,6411956755318891248938904345600,8
grafo10303.96.txt,1.8131,336623282871798635541043488000,8,1.2880,336623282871798635541043488000,8,1.1366,336623282871798635541043488000,8,0.8558,336623282871798635541043488000,8
grafo10305.100.txt,3.2411,292616449355000172969265830912,7,3.0625,292616449355000172969265830912,7,1.8884,292616449355000172969265830912,7,1.2606,292616449355000172969265830912,7
grafo10318.98.txt,24.2191,160075764596308430431394162528,6,17.2698,160075764596308430431394162528,6,17.2671,160075764596308430431394162528,6,17.1111,160075764596308430431394162528,6
grafo10325.96.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10327.97.txt,3.3545,6668191872233180852367168,6,3.1044,6668191872233180852367168,6,2.7666,6668191872233180852367168,6,2.5546,6668191872233180852367168,6
grafo10339.95.txt,218.1882,154016948980994323270086040,5,220.3751,154016948980994323270086040,5,220.2371,154016948980994323270086040,5,205.0921,154016948980994323270086040,5
grafo10346.97.txt,294.4067,85352803321813705564434487680,7,296.0777,85352803321813705564434487680,7,296.5774,85352803321813705564434487680,7,296.0490,85352803321813705564434487680,7
grafo10351.97.txt,337.9512,3038891642273243664196962750,6,340.4605,3038891642273243664196962750,6,338.2832,3038891642273243664196962750,6,338.9842,3038891642273243664196962750,6
grafo10353.99.txt,99.5189,577765059452569037115956736,5,92.3969,577765059452569037115956736,5,74.0598,577765059452569037115956736,5,74.1312,577765059452569037115956736,5
grafo10354.99.txt,19.2143,2635922965070113457943960,6,19.3118,2635922965070113457943960,6,17.5661,2635922965070113457943960,6,17.4820,2635922965070113457943960,6
grafo10359.95.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10362.94.txt,21.8824,13439932228370461283870400,5,16.4021,13439932228370461283870400,5,15.6499,13439932228370461283870400,5,15.5107,13439932228370461283870400,5
grafo10365.97.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10369.100.txt,1.0698,162269574458684398363738080,7,0.9153,162269574458684398363738080,7,0.8747,162269574458684398363738080,7,0.6326,162269574458684398363738080,7
grafo10382.94.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10383.99.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10387.97.txt,0.9300,928110106585327508832600,7,0.7909,928110106585327508832600,7,0.7673,928110106585327508832600,7,0.7740,928110106585327508832600,7
grafo10388.95.txt,8.8871,100871271571286563976946948624,6,6.7783,100871271571286563976946948624,6,5.0931,100871271571286563976946948624,6,4.8270,100871271571286563976946948624,6
grafo10393.96.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10405.97.txt,631.2052,422648839585725195128400,4,636.0513,422648839585725195128400,4,633.0644,422648839585725195128400,4,633.1157,422648839585725195128400,4
grafo10409.96.txt,2.0085,139058476479714794419701648,7,1.3860,139058476479714794419701648,7,1.2571,139058476479714794419701648,7,0.8231,139058476479714794419701648,7
grafo10416.96.txt,2.4200,271249176254157952533452952,7,2.1247,271249176254157952533452952,7,1.9996,271249176254157952533452952,7,2.0149,271249176254157952533452952,7
grafo10418.100.txt,1.3535,147754061920021215867995714457600,8,0.9676,147754061920021215867995714457600,8,0.8512,147754061920021215867995714457600,8,0.8267,147754061920021215867995714457600,8
grafo10420.97.txt,1.0026,40799332872710765774848481424384,8,0.7702,40799332872710765774848481424384,8,0.4913,40799332872710765774848481424384,8,0.4775,40799332872710765774848481424384,8
grafo10421.99.txt,6.9614,52350402903229612656419750400,6,6.0383,52350402903229612656419750400,6,4.1425,52350402903229612656419750400,6,2.8368,52350402903229612656419750400,6
grafo10426.100.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10432.99.txt,31.7300,39585030704867624378340600668160,7,31.6357,39585030704867624378340600668160,7,30.6880,39585030704867624378340600668160,7,30.7978,39585030704867624378340600668160,7
grafo10434.98.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10436.95.txt,14.6518,4397495877745499771502988640640,6,8.5366,4397495877745499771502988640640,6,6.7188,4397495877745499771502988640640,6,6.2138,4397495877745499771502988640640,6
grafo10441.98.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10444.100.txt,8.7298,16141694039854526732472576000000,7,7.3581,16141694039854526732472576000000,7,6.7365,16141694039854526732472576000000,7,6.3223,16141694039854526732472576000000,7
grafo10445.94.txt,18.3169,139093054073990193881088000,6,10.5879,139093054073990193881088000,6,9.5958,139093054073990193881088000,6,9.6199,139093054073990193881088000,6
grafo10446.95.txt,2.0596,1406626619252431805138851200,7,1.9638,1406626619252431805138851200,7,1.6508,1406626619252431805138851200,7,1.4919,1406626619252431805138851200,7
grafo10452.94.txt,0.6929,1302522886890895552129225440,8,0.4195,1302522886890895552129225440,8,0.4133,1302522886890895552129225440,8,0.3490,1302522886890895552129225440,8
grafo10453.97.txt,7.4278,978085055060719586502813757440,8,6.8291,978085055060719586502813757440,8,6.6840,978085055060719586502813757440,8,6.6889,978085055060719586502813757440,8
grafo10467.100.txt,12.3079,829005255557150402856812544000,7,11.3361,829005255557150402856812544000,7,11.2778,829005255557150402856812544000,7,11.1814,829005255557150402856812544000,7
grafo10469.100.txt,446.6374,29833371992729329249984,4,447.8190,29833371992729329249984,4,421.7551,29833371992729329249984,4,421.1573,29833371992729329249984,4
grafo10474.94.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10484.99.txt,6.9126,2800369925851353194772692875,6,5.3883,2800369925851353194772692875,6,2.8905,2800369925851353194772692875,6,2.8858,2800369925851353194772692875,6
grafo10488.98.txt,10.4466,147530693993345834083200,5,7.4625,147530693993345834083200,5,7.1668,147530693993345834083200,5,7.1449,147530693993345834083200,5
grafo10489.95.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10491.97.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10492.96.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10496.98.txt,932.1162,14305056819480615155962966224,4,513.9311,14305056819480615155962966224,4,492.7458,14305056819480615155962966224,4,494.6316,14305056819480615155962966224,4
