Instance,1_threads_time,1_threads_solutions,1_threads_max_blocks,2_threads_time,2_threads_solutions,2_threads_max_blocks,4_threads_time,4_threads_solutions,4_threads_max_blocks,8_threads_time,8_threads_solutions,8_threads_max_blocks
GtsCe.txt,timeout,,,timeout,,,timeout,,,timeout,,
HiberniaGlobal.txt,7.7649,2074561928035084800000,7,7.7808,2074561928035084800000,7,0.5500,2074561928035084800000,5,0.5568,2074561928035084800000,5
Highwinds.txt,0.7479,2620625,7,0.7484,2620625,7,0.0057,2620625,5,0.0060,2620625,5
Iij.txt,0.9022,74717787200,5,0.9005,74717787200,5,0.3839,74717787200,3,0.3875,74717787200,3
Intellifiber.txt,timeout,,,timeout,,,timeout,,,timeout,,
Internode.txt,1.2912,656798976200400,5,1.2900,656798976200400,5,0.0892,656798976200400,4,0.0903,656798976200400,4
Interoute.txt,0.3935,92298128982085591042551065289360000,12,0.3953,92298128982085591042551065289360000,12,0.0342,92298128982085591042551065289360000,12,0.0381,92298128982085591042551065289360000,12
Intranetwork.txt,0.1871,33747703235280000,7,0.1877,33747703235280000,7,0.0084,33747703235280000,7,0.0093,33747703235280000,7
Ion.txt,timeout,,,timeout,,,timeout,,,timeout,,
Iris.txt,0.1197,71342977305600000,8,0.1192,71342977305600000,8,0.0038,71342977305600000,8,0.0049,71342977305600000,8
Kdl.txt,timeout,,,timeout,,,timeout,,,timeout,,
Latnet.txt,0.5893,304291353642490026193920,8,0.5866,304291353642490026193920,8,0.0304,304291353642490026193920,8,0.0315,304291353642490026193920,8
Missouri.txt,0.1374,57105820983404196432000,8,0.1374,57105820983404196432000,8,0.0198,57105820983404196432000,8,0.0221,57105820983404196432000,8
Ntelos.txt,0.3711,12713112965856441600,8,0.3703,12713112965856441600,8,0.0077,12204588447222183936,8,0.0085,12204588447222183936,8
Ntt.txt,0.6211,8386993056,5,0.6209,8386993056,5,0.0061,8386993056,4,0.0064,8386993056,4
Oteglobe.txt,1.4436,58932142778298816678592512000,8,1.4442,58932142778298816678592512000,8,0.1844,58932142778298816678592512000,8,0.1882,58932142778298816678592512000,8
Palmetto.txt,0.2182,913711669120800,7,0.2181,913711669120800,7,0.0053,873985074811200,7,0.0058,873985074811200,7
Pern.txt,0.7606,768839913291780,6,0.7599,768839913291780,6,0.0167,768839913291780,5,0.0180,768839913291780,5
PionierL3.txt,0.3072,11411355795840,4,0.3080,11411355795840,4,0.0333,11411355795840,4,0.0363,11411355795840,4
RedBestel.txt,1.5478,1619510434492756271902713446400,8,1.5468,1619510434492756271902713446400,8,0.1788,1619510434492756271902713446400,8,0.1756,1619510434492756271902713446400,8
Renater2010.txt,0.2552,54096125107736880,7,0.2555,54096125107736880,7,0.0051,54096125107736880,7,0.0061,54096125107736880,7
RoedunetFibre.txt,0.1868,621254814919200,7,0.1871,621254814919200,7,0.0043,621254814919200,7,0.0051,621254814919200,7
Sinet.txt,1.0767,15123236284800,4,1.0763,15123236284800,4,0.6112,15071837050368,4,0.6120,15071837050368,4
Surfnet.txt,9.2595,3609619292733656052,6,9.3209,3609619292733656052,6,0.1746,3342855333091997118,5,0.1767,3342855333091997118,5
Switch.txt,0.5348,2279438093318474291882336,7,0.5340,2279438093318474291882336,7,0.0951,2279438093318474291882336,7,0.0919,2279438093318474291882336,7
SwitchL3.txt,0.2999,2814573775104,6,0.2996,2814573775104,6,0.0037,2814573775104,6,0.0040,2814573775104,6
Syringa.txt,0.8785,10089788438219191257523968000,8,0.8802,10089788438219191257523968000,8,0.4254,10089788438219191257523968000,7,0.4261,10089788438219191257523968000,7
TataNld.txt,1.0886,116699270316984507028179654846752222085120000,12,1.0899,116699270316984507028179654846752222085120000,12,0.1767,116699270316984507028179654846752222085120000,12,0.1725,116699270316984507028179654846752222085120000,12
Telcove.txt,24.9463,74165451814712814103255500,6,24.6277,74165451814712814103255500,6,0.8035,74165451814712814103255500,6,0.8122,74165451814712814103255500,6
Tinet.txt,1.0845,13027376900512716134400,7,1.0793,13027376900512716134400,7,0.0597,13027376900512716134400,7,0.0627,13027376900512716134400,7
Tw.txt,6.2669,3790029909358778736510720000,8,6.2901,3790029909358778736510720000,8,0.1670,3790029909358778736510720000,8,0.1762,3790029909358778736510720000,8
Ulaknet.txt,157.5497,756492510715200,7,157.8489,756492510715200,7,2.8979,756492510715200,5,2.8947,756492510715200,5
Uninett2010.txt,12.7116,120545239248463249868042304,6,12.6620,120545239248463249868042304,6,0.9346,120545239248463249868042304,6,0.9327,120545239248463249868042304,6
Uninett2011.txt,timeout,,,timeout,,,timeout,,,timeout,,
UsCarrier.txt,4.9276,132299646414148921973967297061663323763487466000,12,4.9304,132299646414148921973967297061663323763487466000,12,4.7082,132299646414148921973967297061663323763487466000,12,4.6847,132299646414148921973967297061663323763487466000,12
UsSignal.txt,0.5397,3542621686896383831250,6,0.5393,3542621686896383831250,6,0.0879,3542621686896383831250,6,0.0929,3542621686896383831250,6
Uunet.txt,0.1969,1505816007051840,6,0.1974,1505816007051840,6,0.0082,1505816007051840,6,0.0095,1505816007051840,6
VtlWavenet2008.txt,0.7484,124108206211482212912333137920,6,0.7482,124108206211482212912333137920,6,0.4855,124108206211482212912333137920,6,0.4850,124108206211482212912333137920,6
VtlWavenet2011.txt,1.6000,2067181203168727884189854085729600,7,1.6045,2067181203168727884189854085729600,7,1.2882,2067181203168727884189854085729600,7,1.2748,2067181203168727884189854085729600,7
bell-06.ec,0.0042,203,1,0.0042,203,1,0.0042,203,1,0.0042,203,1
bell-07.ec,0.0233,877,1,0.0233,877,1,0.0234,877,1,0.0233,877,1
bell-08.ec,0.1896,4140,1,0.1902,4140,1,0.1902,4140,1,0.1900,4140,1
bell-09.ec,1.3552,21147,1,1.3551,21147,1,1.3589,21147,1,1.3584,21147,1
bell-10.ec,15.2542,115975,1,15.1855,115975,1,15.2425,115975,1,15.2239,115975,1
bell-11.ec,160.6357,678570,1,160.7642,678570,1,160.8320,678570,1,160.8209,678570,1
bell-12.ec,timeout,,,timeout,,,timeout,,,timeout,,
delta.txt,12.9103,78,1,12.9171,78,1,12.9113,78,1,12.8943,78,1
dominoes_10x10.txt,0.0977,258500842280,1,0.0975,258500842280,1,0.0975,258500842280,1,0.0977,258500842280,1
dominoes_10x12.txt,0.1345,65727306209773,1,0.1345,65727306209773,1,0.1345,65727306209773,1,0.1347,65727306209773,1
dominoes_12x12.txt,0.6137,53060477521960000,1,0.6125,53060477521960000,1,0.6136,53060477521960000,1,0.6134,53060477521960000,1
dominoes_8x10.txt,0.0223,1031151241,1,0.0224,1031151241,1,0.0226,1031151241,1,0.0223,1031151241,1
dominoes_8x8.txt,0.0152,12988816,1,0.0152,12988816,1,0.0152,12988816,1,0.0152,12988816,1
doublefact-09.ec,0.0035,945,1,0.0035,945,1,0.0035,945,1,0.0035,945,1
doublefact-11.ec,0.0108,10395,1,0.0108,10395,1,0.0108,10395,1,0.0108,10395,1
doublefact-13.ec,0.0363,135135,1,0.0362,135135,1,0.0362,135135,1,0.0363,135135,1
doublefact-15.ec,0.1030,2027025,1,0.1028,2027025,1,0.1025,2027025,1,0.1026,2027025,1
doublefact-17.ec,0.2994,34459425,1,0.2996,34459425,1,0.3003,34459425,1,0.3002,34459425,1
doublefact-19.ec,0.9025,654729075,1,0.8994,654729075,1,0.8998,654729075,1,0.9088,654729075,1
doublefact-21.ec,2.7863,13749310575,1,2.8017,13749310575,1,2.7946,13749310575,1,2.7881,13749310575,1
doublefact-23.ec,8.4782,316234143225,1,8.4806,316234143225,1,8.4722,316234143225,1,8.4692,316234143225,1
doublefact-25.ec,26.0648,7905853580625,1,25.9785,7905853580625,1,25.9560,7905853580625,1,25.9694,7905853580625,1
doublefact-27.ec,79.3933,213458046676875,1,79.5250,213458046676875,1,79.5301,213458046676875,1,79.4482,213458046676875,1
doublefact-29.ec,238.0468,6190283353629375,1,237.8304,6190283353629375,1,237.9351,6190283353629375,1,237.9530,6190283353629375,1
exotic_fives.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10006.98.txt,4.1886,272471817868228000342011539250,8,4.1805,272471817868228000342011539250,8,0.4198,272471817868228000342011539250,6,0.4430,272471817868228000342011539250,6
grafo10017.96.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10072.97.txt,19.6547,13882564183497261340443390,6,19.6623,13882564183497261340443390,6,1.8920,13259058958914480360125792,4,1.9206,13259058958914480360125792,4
grafo10084.97.txt,1.1752,2215710702367944079837593600,7,1.1738,2215710702367944079837593600,7,0.3922,2215710702367944079837593600,7,0.3742,2215710702367944079837593600,7
grafo10093.98.txt,0.3189,12011373629043051434493001680,8,0.3194,12011373629043051434493001680,8,0.0462,12011373629043051434493001680,8,0.0470,12011373629043051434493001680,8
grafo10099.94.txt,2.3100,39349088628024795597276038431211520,8,2.3068,39349088628024795597276038431211520,8,2.0245,39349088628024795597276038431211520,8,2.0308,39349088628024795597276038431211520,8
grafo10100.99.txt,4.2123,7977811134928620432600,8,4.2094,7977811134928620432600,8,0.7255,7977811134928620432600,4,0.7214,7977811134928620432600,4
grafo10105.93.txt,118.9249,1676553521883156572140836000,6,118.9782,1676553521883156572140836000,6,1.2757,1235530189623079694604780000,5,1.2393,1235530189623079694604780000,5
grafo10112.98.txt,3.6456,12692278449485651553820752512837640,7,3.6458,12692278449485651553820752512837640,7,2.4615,12692278449485651553820752512837640,7,2.4768,12692278449485651553820752512837640,7
grafo10113.94.txt,1.9362,13552406625123665520153488091360,7,1.9383,13552406625123665520153488091360,7,0.7626,13552406625123665520153488091360,7,0.7724,13552406625123665520153488091360,7
grafo10116.100.txt,460.3371,1074861365331266918556319980,6,461.5829,1074861365331266918556319980,6,5.0543,971200045852944571619939340,4,5.0480,971200045852944571619939340,4
grafo10124.100.txt,8.7573,148038666442429105828825376220,7,8.7748,148038666442429105828825376220,7,7.9309,148038666442429105828825376220,5,7.9046,148038666442429105828825376220,5
grafo10126.98.txt,14.5175,183702897869813818435056667996512,6,14.5222,183702897869813818435056667996512,6,6.5379,183702897869813818435056667996512,6,6.4589,183702897869813818435056667996512,6
grafo10129.99.txt,19.3167,198551644286553956304688320,8,19.1853,198551644286553956304688320,8,14.9492,198551644286553956304688320,6,15.0611,198551644286553956304688320,6
grafo10130.97.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10146.97.txt,1.0627,36084888290235633242565472,7,1.0672,36084888290235633242565472,7,0.4398,36084888290235633242565472,5,0.4474,36084888290235633242565472,5
grafo10151.94.txt,387.9196,904656396457139592429885232,11,384.3892,904656396457139592429885232,11,33.3530,884237365362346372854907696,4,33.4577,884237365362346372854907696,4
grafo10153.100.txt,43.8185,1522615820938115230772639040,7,43.7445,1522615820938115230772639040,7,6.0553,1522615820938115230772639040,4,6.1146,1522615820938115230772639040,4
grafo10156.97.txt,9.4804,22914154371865015708952597726940,7,9.6475,22914154371865015708952597726940,7,0.4929,20347415726226677046330578319960,7,0.4857,20347415726226677046330578319960,7
grafo10160.96.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10161.99.txt,timeout,,,timeout,,,5.8899,7490630136064430707299085264104,6,5.8969,7490630136064430707299085264104,6
grafo10162.93.txt,22.1469,16943723066030712130728,7,22.2950,16943723066030712130728,7,1.1550,16943723066030712130728,4,1.1702,16943723066030712130728,4
grafo10164.98.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10171.99.txt,1.0489,15769200352689912829592729376,6,1.0482,15769200352689912829592729376,6,0.5240,15378287316672584254732985280,6,0.5247,15378287316672584254732985280,6
grafo10173.97.txt,35.0816,8343625169242146934592110560,8,35.0434,8343625169242146934592110560,8,25.7838,8321946898354938015117536160,4,25.5797,8321946898354938015117536160,4
grafo10175.99.txt,0.5819,85388328645309376216506001872,6,0.5823,85388328645309376216506001872,6,0.3500,85388328645309376216506001872,6,0.3553,85388328645309376216506001872,6
grafo10176.97.txt,3.0302,110391288988965933859653042432,7,3.0246,110391288988965933859653042432,7,0.7883,110391288988965933859653042432,5,0.7839,110391288988965933859653042432,5
grafo10179.97.txt,24.8669,3278735562651329679897572100,8,24.9347,3278735562651329679897572100,8,12.6105,3278735562651329679897572100,5,12.6493,3278735562651329679897572100,5
grafo10184.100.txt,0.6008,774260303763303208390801489920,8,0.6014,774260303763303208390801489920,8,0.3876,774260303763303208390801489920,8,0.3934,774260303763303208390801489920,8
grafo10195.99.txt,2.2595,190292079107394297194953680,8,2.2513,190292079107394297194953680,8,0.1244,190292079107394297194953680,6,0.1329,190292079107394297194953680,6
grafo10203.97.txt,0.2426,60240136444714215336356779770000,8,0.2444,60240136444714215336356779770000,8,0.0867,60240136444714215336356779770000,8,0.0880,60240136444714215336356779770000,8
grafo10204.100.txt,3.5957,29653634898146327380379042234220,6,3.6425,29653634898146327380379042234220,6,1.0941,29653634898146327380379042234220,6,1.0838,29653634898146327380379042234220,6
grafo10205.97.txt,16.7724,2450985920965558319691974400,8,16.6759,2450985920965558319691974400,8,0.0645,1047098415602374598602584000,7,0.0694,1047098415602374598602584000,7
grafo10207.98.txt,0.4526,407524009110382244942767825920,8,0.4535,407524009110382244942767825920,8,0.2102,407524009110382244942767825920,8,0.2197,407524009110382244942767825920,8
grafo10209.99.txt,2.4638,1778405443010598595931612784,9,2.4652,1778405443010598595931612784,9,0.2716,1778405443010598595931612784,6,0.2763,1778405443010598595931612784,6
grafo10215.93.txt,0.9435,4429033439896804903015219200,8,0.9425,4429033439896804903015219200,8,0.0760,4429033439896804903015219200,8,0.0821,4429033439896804903015219200,8
grafo10218.99.txt,9.7046,38667060581791729436749880064,6,9.6714,38667060581791729436749880064,6,5.6920,38667060581791729436749880064,5,5.7608,38667060581791729436749880064,5
grafo10220.97.txt,1.8222,1790137382988957253095000000,6,1.8194,1790137382988957253095000000,6,1.4963,1790137382988957253095000000,6,1.4847,1790137382988957253095000000,6
grafo10223.100.txt,50.1852,328757268525449878800124560,7,50.2958,328757268525449878800124560,7,0.9839,328757268525449878800124560,6,0.9946,328757268525449878800124560,6
grafo10237.100.txt,57.2150,56690827752941049802755975480,8,56.7934,56690827752941049802755975480,8,37.6560,56690827752941049802755975480,5,37.9931,56690827752941049802755975480,5
grafo10244.99.txt,6.8101,9494309680695561692995554816,6,6.8063,9494309680695561692995554816,6,1.4488,9063532329631820153122673664,6,1.4586,9063532329631820153122673664,6
grafo10250.100.txt,0.7584,114852967527687017594839695360,7,0.7619,114852967527687017594839695360,7,0.2460,114852967527687017594839695360,7,0.2506,114852967527687017594839695360,7
grafo10259.100.txt,timeout,,,timeout,,,20.2843,64165443845633858500762161900,6,20.4602,64165443845633858500762161900,6
grafo10262.100.txt,2.6774,6525746259024633846681600,8,2.6832,6525746259024633846681600,8,0.0825,6525746259024633846681600,6,0.0834,6525746259024633846681600,6
grafo10265.100.txt,0.2609,32094343893604867070884746240,8,0.2605,32094343893604867070884746240,8,0.0866,32094343893604867070884746240,8,0.0891,32094343893604867070884746240,8
grafo10266.94.txt,2.7276,110801121815568366975240,7,2.7288,110801121815568366975240,7,0.1734,110801121815568366975240,6,0.1766,110801121815568366975240,6
grafo10269.99.txt,184.3933,633497612146150461289860000,6,184.6514,633497612146150461289860000,6,0.4182,380480960212526987313930000,6,0.4014,380480960212526987313930000,6
grafo10273.97.txt,0.9351,33635956333383979125105139200,7,0.9375,33635956333383979125105139200,7,0.6045,33635956333383979125105139200,7,0.6023,33635956333383979125105139200,7
grafo10275.97.txt,20.1508,244644070413026379047679107760,9,20.1778,244644070413026379047679107760,9,2.7628,244644070413026379047679107760,5,2.7610,244644070413026379047679107760,5
grafo10288.95.txt,0.2618,67924110954574990800416160000,7,0.2617,67924110954574990800416160000,7,0.0867,67924110954574990800416160000,7,0.1001,67924110954574990800416160000,7
grafo10291.93.txt,5.7207,8089182960223746111277546359360,8,5.7083,8089182960223746111277546359360,8,0.5749,8089182960223746111277546359360,7,0.5836,8089182960223746111277546359360,7
grafo10292.100.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10293.99.txt,0.2762,1189967169400391312521176624192,8,0.2753,1189967169400391312521176624192,8,0.1180,1189967169400391312521176624192,8,0.1245,1189967169400391312521176624192,8
grafo10297.98.txt,0.4564,5047361956059511058420258045952,8,0.4558,5047361956059511058420258045952,8,0.1394,5047361956059511058420258045952,8,0.1433,5047361956059511058420258045952,8
grafo10298.97.txt,2.2234,7156201735846976840333598600000,8,2.2249,7156201735846976840333598600000,8,0.0851,6411956755318891248938904345600,8,0.0911,6411956755318891248938904345600,8
grafo10303.96.txt,0.8078,336623282871798635541043488000,8,0.8076,336623282871798635541043488000,8,0.1003,336623282871798635541043488000,8,0.1084,336623282871798635541043488000,8
grafo10305.100.txt,3.7042,292085589751208531500740959232,7,3.7142,292085589751208531500740959232,7,0.4147,292085589751208531500740959232,7,0.4213,292085589751208531500740959232,7
grafo10318.98.txt,1.5878,160075764596308430431394162528,6,1.5879,160075764596308430431394162528,6,1.3538,160075764596308430431394162528,6,1.3690,160075764596308430431394162528,6
grafo10325.96.txt,14.9861,1515393227078433787636237160475,9,15.0166,1515393227078433787636237160475,9,8.9415,1515393227078433787636237160475,5,8.9825,1515393227078433787636237160475,5
grafo10327.97.txt,0.3342,6668191872233180852367168,6,0.3322,6668191872233180852367168,6,0.1806,6668191872233180852367168,6,0.1859,6668191872233180852367168,6
grafo10339.95.txt,7.5440,154016263775635045484598360,7,7.5340,154016263775635045484598360,7,2.2371,154016263775635045484598360,5,2.2435,154016263775635045484598360,5
grafo10346.97.txt,1.3177,85352803321813705564434487680,7,1.3196,85352803321813705564434487680,7,1.1714,85352803321813705564434487680,7,1.1808,85352803321813705564434487680,7
grafo10351.97.txt,4.9653,3038891535467749895820555375,6,4.9843,3038891535467749895820555375,6,4.7724,3038891535467749895820555375,6,4.7677,3038891535467749895820555375,6
grafo10353.99.txt,24.7551,1036843743939236753336209008,7,24.7493,1036843743939236753336209008,7,1.0553,577765059452569037115956736,5,1.0756,577765059452569037115956736,5
grafo10354.99.txt,0.2888,2635922965070113457943960,6,0.2894,2635922965070113457943960,6,0.1543,2635922965070113457943960,6,0.1545,2635922965070113457943960,6
grafo10359.95.txt,8.3979,21232201433844641535018326254080,9,8.3801,21232201433844641535018326254080,9,7.4273,21232201433844641535018326254080,9,7.4641,21232201433844641535018326254080,9
grafo10362.94.txt,12.7095,13439932228370461283870400,7,12.7035,13439932228370461283870400,7,0.7446,13439932228370461283870400,5,0.7515,13439932228370461283870400,5
grafo10365.97.txt,20.7371,25575509097340632493846860,8,20.7213,25575509097340632493846860,8,6.5198,25575509097340632493846860,4,6.5360,25575509097340632493846860,4
grafo10369.100.txt,26.6831,162269574458684398363738080,10,26.4927,162269574458684398363738080,10,0.1991,162269574458684398363738080,7,0.2100,162269574458684398363738080,7
grafo10382.94.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10383.99.txt,263.8166,57257348886332366307365280,10,268.1187,57257348886332366307365280,10,1.9546,48595649564989202639509920,4,2.0716,48595649564989202639509920,4
grafo10387.97.txt,0.2809,928110106585327508832600,7,0.2805,928110106585327508832600,7,0.0342,928110106585327508832600,7,0.0373,928110106585327508832600,7
grafo10388.95.txt,0.7587,100871271571286563976946948624,6,0.7601,100871271571286563976946948624,6,0.2625,100871271571286563976946948624,6,0.2764,100871271571286563976946948624,6
grafo10393.96.txt,123.0988,425475125738358970835202279000,4,120.8065,425475125738358970835202279000,4,92.3024,425475125738358970835202279000,4,92.3298,425475125738358970835202279000,4
grafo10405.97.txt,timeout,,,timeout,,,26.3214,422648508707025457868000,4,26.3745,422648508707025457868000,4
grafo10409.96.txt,7.1503,139058476479714794419701648,8,7.1851,139058476479714794419701648,8,0.1261,139058476479714794419701648,7,0.1304,139058476479714794419701648,7
grafo10416.96.txt,0.9413,275385933690750019991344608,7,0.9406,275385933690750019991344608,7,0.1248,271251496652708144507223744,7,0.1290,271251496652708144507223744,7
grafo10418.100.txt,0.3322,147754061920021215867995714457600,8,0.3332,147754061920021215867995714457600,8,0.1495,147754061920021215867995714457600,8,0.1671,147754061920021215867995714457600,8
grafo10420.97.txt,0.2556,40799332872710765774848481424384,8,0.2558,40799332872710765774848481424384,8,0.0919,40799332872710765774848481424384,8,0.1094,40799332872710765774848481424384,8
grafo10421.99.txt,5.7134,52350402903229612656419750400,7,5.5438,52350402903229612656419750400,7,0.2825,52350402903229612656419750400,6,0.3001,52350402903229612656419750400,6
grafo10426.100.txt,13.5075,1827783263299847235344879849799328,5,13.5021,1827783263299847235344879849799328,5,11.9642,1827783263299847235344879849799328,5,12.3101,1827783263299847235344879849799328,5
grafo10432.99.txt,0.7372,39585030704867624378340600668160,7,0.7383,39585030704867624378340600668160,7,0.4204,39585030704867624378340600668160,7,0.4274,39585030704867624378340600668160,7
grafo10434.98.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10436.95.txt,4.3525,4397495877745499771502988640640,7,4.2437,4397495877745499771502988640640,7,1.2441,4397495877745499771502988640640,6,1.2515,4397495877745499771502988640640,6
grafo10441.98.txt,timeout,,,timeout,,,timeout,,,timeout,,
grafo10444.100.txt,0.7656,16141694039854526732472576000000,7,0.7644,16141694039854526732472576000000,7,0.3539,16141694039854526732472576000000,7,0.3710,16141694039854526732472576000000,7
grafo10445.94.txt,1.1362,139093054073990193881088000,6,1.1371,139093054073990193881088000,6,0.5869,139093054073990193881088000,6,0.5881,139093054073990193881088000,6
